,Tag Id,Test Date,Ambient Bias mVdc,Max Deviation from Amb mVdc,Min Deviation from Amb mVdc,Pk-Pk mVdc,Max Deviation after Calibration,Min Deviation after Calibration,Meets -105 temp spec,Meets -106 temp spec,-105 Post-Calibration meets temp spec,-106 Post-Calibration meets temp spec,,,,,,
982,J6449,1/11/2021 12:06,2.394314,4.701948,-2.8291921,7.5311401,0.491303667,-0.76609114,FALSE,FALSE,TRUE,FALSE,,,,,,
983,J6465,1/11/2021 12:06,-2.972325,1.664805,-4.480138,6.144943,0.916857525,-1.167199152,FALSE,FALSE,TRUE,FALSE,,,,,,
984,J6467,1/11/2021 12:06,3.564943,2.269136,-5.762766,8.031902,0.517546208,-0.484785237,FALSE,FALSE,TRUE,FALSE,,,,,,
985,J6455,1/9/2021 0:01,0.5711015,0.4037744,-0.6811967,1.0849711,0.366426241,-0.548190562,TRUE,FALSE,TRUE,FALSE,,,,,,
986,J6457,1/9/2021 0:01,5.401582,0.127704,-1.828413,1.956117,0.35579033,-1.040123741,TRUE,FALSE,TRUE,FALSE,,,,,,
987,J6450,1/9/2021 0:01,-6.033624,7.251817,-4.702896,11.954713,0.536027648,-1.148152541,FALSE,FALSE,TRUE,FALSE,,,,,,
988,J6452,1/9/2021 0:01,1.571816,1.379064,-0.8536515,2.2327155,0.568537505,-0.520160585,TRUE,FALSE,TRUE,FALSE,,,,,,
989,J6472,1/9/2021 0:01,5.074611,4.576133,-11.523769,16.099902,1.035782447,-1.103760446,FALSE,FALSE,TRUE,FALSE,,,,,,
990,J6471,1/9/2021 0:01,2.078069,3.057225,-6.779207,9.836432,0.434697319,-0.490578838,FALSE,FALSE,TRUE,TRUE,,,,,,
991,J6466,1/9/2021 0:01,2.329097,4.696896,-8.656224,13.35312,0.925228373,-0.987740987,FALSE,FALSE,TRUE,FALSE,,,,,,
992,J6460,1/8/2021 13:25,10.40793,1.66975,-4.436599,6.106349,1.400519327,-1.666525704,FALSE,FALSE,TRUE,FALSE,,,,,,
993,J6461,1/8/2021 13:25,3.602412,4.113864,-1.921177,6.035041,0.445556753,-0.848703093,FALSE,FALSE,TRUE,FALSE,,,,,,
994,J6462,1/8/2021 13:25,3.414488,1.233841,-3.2572453,4.4910863,0.559319188,-0.814476607,FALSE,FALSE,TRUE,FALSE,,,,,,
995,J6458,1/8/2021 13:25,-2.486866,5.283577,-2.145196,7.428773,1.395762863,-2.180589762,FALSE,FALSE,FALSE,FALSE,,,,,,
996,J6448,1/7/2021 19:58,-7.805207,1.069187,-0.5281,1.597287,0.389038901,-0.354429497,TRUE,FALSE,TRUE,TRUE,,,,,,
997,J6447,1/7/2021 19:58,8.759393,0.72068,-2.714422,3.435102,0.530914561,-1.680039191,FALSE,FALSE,TRUE,FALSE,,,,,,
998,J6451,1/7/2021 9:14,2.257581,9.055359,-4.920247,13.975606,0.769606654,-1.445593947,FALSE,FALSE,TRUE,FALSE,,,,,,
999,J6445,1/7/2021 9:14,3.010975,1.686317,-4.74641,6.432727,0.818145336,-1.155954162,FALSE,FALSE,TRUE,FALSE,,,,,,
1000,J6446,1/7/2021 9:14,-3.600697,7.372265,-4.082516,11.454781,0.805905108,-1.425919564,FALSE,FALSE,TRUE,FALSE,,,,,,
1001,J4957,12/18/2020 22:41,-3.704961,19.149101,-10.644189,29.79329,1.555929759,-2.009248215,FALSE,FALSE,FALSE,FALSE,,,,,,
1002,J6224,12/18/2020 22:41,-6.809288,13.695366,-8.364782,22.060148,1.250906409,-2.642163379,FALSE,FALSE,FALSE,FALSE,,,,,,
1003,J4977,12/18/2020 13:10,-0.2910249,10.6824549,-6.3829751,17.06543,0.724233652,-1.41555469,FALSE,FALSE,TRUE,FALSE,,,,,,
1004,J6225,12/18/2020 13:10,-8.342733,12.428,-7.502707,19.930707,1.140230825,-2.034226442,FALSE,FALSE,FALSE,FALSE,,,,,,
1005,H6605,10/22/2020 14:55,-3922.558,165.883,-41.205,207.088,0.020935207,-0.023570435,FALSE,FALSE,TRUE,TRUE,,,,,,
1006,H6604,10/22/2020 14:55,-4.916511,2.584558,-16.661829,19.246387,4.331576516,-15.64337435,FALSE,FALSE,FALSE,FALSE,,,,,,
1007,J4976,10/20/2020 20:39,-18.50978,2.0053,-1.28489,3.29019,0.475319744,-0.70148107,FALSE,FALSE,TRUE,FALSE,,,,,,
1008,J4952,10/20/2020 20:39,-16.10447,3.42492,-1.41817,4.84309,0.651878269,-0.848172304,FALSE,FALSE,TRUE,FALSE,,,,,,
1009,J3569,9/30/2020 13:27,68.70653,0.81629,-1.36455,2.18084,0.268704466,-0.331446985,TRUE,FALSE,TRUE,TRUE,,,,,,
1010,J6135,9/25/2020 12:32,2.847112,0.875443,-0.544552,1.419995,0.514362215,-0.505461909,TRUE,FALSE,TRUE,FALSE,,,,,,
1011,J4819,9/24/2020 7:12,-4.533647,0.722573,-4.140789,4.863362,0.348724162,-1.076403576,FALSE,FALSE,TRUE,FALSE,,,,,,
1012,J4941,9/24/2020 7:12,-3.528081,11.911013,-6.977619,18.888632,0.997048748,-1.702395071,FALSE,FALSE,TRUE,FALSE,,,,,,
1013,J4963,9/22/2020 9:21,2.268532,1.779536,-5.1334,6.912936,0.587215248,-0.889011797,FALSE,FALSE,TRUE,FALSE,,,,,,
1014,J6136,9/22/2020 9:21,-1.294367,1.32383133,-0.191891,1.51572233,0.93086416,-1.001607576,TRUE,FALSE,TRUE,FALSE,,,,,,
1015,J4936,9/21/2020 8:22,2.1728,13.21085,-7.48779,20.69864,1.065297025,-1.682761907,FALSE,FALSE,TRUE,FALSE,,,,,,
1016,J4899,9/17/2020 22:18,-2.750761,0.602719,-2.307246,2.909965,0.638637979,-0.672543348,FALSE,FALSE,TRUE,FALSE,,,,,,
1017,J4927,9/17/2020 22:18,-1.532503,2.4898542,-1.318393,3.8082472,0.211508328,-0.297336515,FALSE,FALSE,TRUE,TRUE,,,,,,
1018,J4946,9/17/2020 22:18,2.040943,16.612127,-8.123695,24.735822,1.209476951,-1.653594788,FALSE,FALSE,TRUE,FALSE,,,,,,
1019,J4950,9/17/2020 22:18,-4.604861,7.527672,-3.425101,10.952773,0.825191861,-1.172958984,FALSE,FALSE,TRUE,FALSE,,,,,,
1020,J4959,9/17/2020 22:18,-7.218206,7.7391232,-3.088404,10.8275272,1.533621289,-2.495734958,FALSE,FALSE,FALSE,FALSE,,,,,,
1021,J4968,9/17/2020 22:18,-1.806253,5.138255,-3.367927,8.506182,0.601869207,-0.92204017,FALSE,FALSE,TRUE,FALSE,,,,,,
1022,J4972,9/17/2020 22:18,1.044528,20.106772,-10.107714,30.214486,1.567720366,-2.445398275,FALSE,FALSE,FALSE,FALSE,,,,,,
1023,J4978,9/17/2020 22:18,0.8813577,0.4915333,-0.6491601,1.1406934,0.242035896,-0.187107963,TRUE,FALSE,TRUE,TRUE,,,,,,
1024,J4982,9/17/2020 22:18,1.73005,2.79791,-1.5471513,4.3450613,1.031095285,-0.799449165,FALSE,FALSE,TRUE,FALSE,,,,,,
1025,J4913,9/17/2020 22:18,-4.190343,2.421976,-1.864652,4.286628,0.773987533,-1.336484041,FALSE,FALSE,TRUE,FALSE,,,,,,
1026,J4870,9/17/2020 7:09,0.3978283,1.8412447,-5.9677323,7.808977,0.60833104,-0.787521414,FALSE,FALSE,TRUE,FALSE,,,,,,
1027,J4928,9/17/2020 7:09,-4.449168,0.35243,-1.393995,1.746425,0.694203426,-1.023824086,TRUE,FALSE,TRUE,FALSE,,,,,,
1028,J4947,9/17/2020 7:09,-3.165207,15.919717,-8.396683,24.3164,1.196741841,-1.48299464,FALSE,FALSE,TRUE,FALSE,,,,,,
1029,J4958,9/17/2020 7:09,10.1979,1.10015,-0.595326,1.695476,0.167393898,-0.197785138,TRUE,FALSE,TRUE,TRUE,,,,,,
1030,J4964,9/17/2020 7:09,3.974428,13.617852,-6.625836,20.243688,0.910703061,-1.4009833,FALSE,FALSE,TRUE,FALSE,,,,,,
1031,J4965,9/17/2020 7:09,0.2691841,9.7219269,-5.3211281,15.043055,0.820655018,-1.360610968,FALSE,FALSE,TRUE,FALSE,,,,,,
1032,J4966,9/17/2020 7:09,-3.035078,19.751978,-10.753132,30.50511,1.642875741,-2.359159831,FALSE,FALSE,FALSE,FALSE,,,,,,
1033,J4967,9/17/2020 7:09,-4.232946,19.659246,-10.212404,29.87165,1.185811648,-1.582691382,FALSE,FALSE,TRUE,FALSE,,,,,,
1034,J4969,9/17/2020 7:09,-0.8255377,9.1110917,-5.0299303,14.141022,0.635664452,-1.034261905,FALSE,FALSE,TRUE,FALSE,,,,,,
1035,J4974,9/17/2020 7:09,1.594859,1.928767,-0.9411317,2.8698987,0.459286099,-0.63706343,TRUE,FALSE,TRUE,FALSE,,,,,,
1036,J4980,9/17/2020 7:09,4.014488,15.439152,-8.125928,23.56508,1.202804298,-1.839169507,FALSE,FALSE,TRUE,FALSE,,,,,,
1037,J4882,9/17/2020 7:09,-2.80703,13.64779,-6.499035,20.146825,0.832827747,-0.846757967,FALSE,FALSE,TRUE,FALSE,,,,,,
1038,J4954,9/17/2020 7:09,-2.65424,14.32873,-7.58202,21.91075,1.381794279,-1.727945524,FALSE,FALSE,TRUE,FALSE,,,,,,
1039,I1531,9/9/2020 7:01,80.72247,21.59843,-11.26551,32.86394,1.883057458,-2.778362654,FALSE,FALSE,FALSE,FALSE,,,,,,
1040,J4979,5/7/2020 17:28,3.08309,1.659272,-4.368329,6.027601,1.244688188,-1.87378719,FALSE,FALSE,TRUE,FALSE,,,,,,
1041,J4981,5/7/2020 17:28,-3.581886,5.471393,-2.096219,7.567612,1.17872619,-1.834333691,FALSE,FALSE,TRUE,FALSE,,,,,,
1042,J4975,5/7/2020 17:28,-1.742059,4.810045,-2.546116,7.356161,0.794516885,-1.242380821,FALSE,FALSE,TRUE,FALSE,,,,,,
1043,J4877,5/7/2020 17:28,5.083927,1.513382,-1.361396,2.874778,1.347224067,-1.872382345,TRUE,FALSE,TRUE,FALSE,,,,,,
1044,J4883,5/7/2020 17:28,-0.6167038,7.6819798,-3.8050692,11.487049,0.830661304,-1.357521574,FALSE,FALSE,TRUE,FALSE,,,,,,
1045,J4973,5/7/2020 17:28,-0.8341621,1.8630841,-1.5772339,3.440318,1.536886712,-1.779710475,TRUE,FALSE,TRUE,FALSE,,,,,,
1046,J4864,5/7/2020 17:28,1.316228,3.750925,-6.794102,10.545027,0.898744049,-0.81392848,FALSE,FALSE,TRUE,FALSE,,,,,,
1047,J4970,5/7/2020 0:10,14.91722,2.46462,-0.71545,3.18007,0.971473483,-1.163495532,FALSE,FALSE,TRUE,FALSE,,,,,,
1048,J4971,5/7/2020 0:10,0.01483967,10.10704033,-4.73074467,14.837785,1.426279847,-2.571934249,FALSE,FALSE,FALSE,FALSE,,,,,,
1049,J4937,5/6/2020 12:17,-5.316944,0.744374,-2.095633,2.840007,0.430899368,-0.63458436,FALSE,FALSE,TRUE,FALSE,,,,,,
1050,J4951,5/6/2020 12:17,2.335745,7.716795,-3.739176,11.455971,1.194946022,-2.097424219,FALSE,FALSE,FALSE,FALSE,,,,,,
1051,J4953,5/6/2020 12:17,6.410085,3.27984,-1.315498,4.595338,1.075627605,-1.788219525,FALSE,FALSE,TRUE,FALSE,,,,,,
1052,J4955,5/6/2020 12:17,6.99057,2.723481,-1.150314,3.873795,0.50757328,-0.993360211,FALSE,FALSE,TRUE,FALSE,,,,,,
1053,J4956,5/6/2020 12:17,1.0081,14.77581,-7.030913,21.806723,1.372719765,-2.42566896,FALSE,FALSE,FALSE,FALSE,,,,,,
1054,J4960,5/6/2020 12:17,-1.825044,5.01702,-2.113761,7.130781,1.328502496,-2.071496929,FALSE,FALSE,FALSE,FALSE,,,,,,
1055,J4961,5/6/2020 12:17,-5.042782,21.014092,-9.743598,30.75769,1.409739979,-2.206383755,FALSE,FALSE,FALSE,FALSE,,,,,,
1056,J4962,5/6/2020 12:17,4.045724,9.175806,-3.97108604,13.14689204,1.112261544,-1.928483419,FALSE,FALSE,TRUE,FALSE,,,,,,
1057,J4920,5/6/2020 12:11,-0.6902243,15.7634743,-8.2978297,24.061304,1.091513707,-1.161106865,FALSE,FALSE,TRUE,FALSE,,,,,,
1058,J4926,5/6/2020 12:11,11.32609,16.88989,-9.615331,26.505221,1.136785234,-1.695757424,FALSE,FALSE,TRUE,FALSE,,,,,,
1059,J4938,5/6/2020 12:11,-0.345857,0.857405,-2.671884,3.529289,0.178142886,-0.342263296,FALSE,FALSE,TRUE,TRUE,,,,,,
1060,J4943,5/6/2020 12:11,9.18988,1.64282,-2.372352,4.015172,0.723835913,-0.611684825,FALSE,FALSE,TRUE,FALSE,,,,,,
1061,J4942,5/6/2020 12:11,-9.914142,7.493653,-4.667938,12.161591,0.607553457,-1.142426334,FALSE,FALSE,TRUE,FALSE,,,,,,
1062,J4944,5/6/2020 12:11,5.506217,1.872664,-4.5606046,6.4332686,1.308913056,-1.490863087,FALSE,FALSE,TRUE,FALSE,,,,,,
1063,J4945,5/6/2020 12:11,0.273442,1.411468,-0.25588262,1.66735062,0.793847023,-0.984970062,TRUE,FALSE,TRUE,FALSE,,,,,,
1064,J4949,5/6/2020 12:11,-3.25008,14.57345,-8.24989,22.82334,1.588782701,-2.227731075,FALSE,FALSE,FALSE,FALSE,,,,,,
1065,J4948,5/6/2020 12:11,6.387678,12.397542,-6.1430871,18.5406291,1.138643256,-1.852492584,FALSE,FALSE,TRUE,FALSE,,,,,,
1066,J4940,5/5/2020 23:35,2.70266,1.936628,-0.364308,2.300936,0.788127443,-1.001828144,TRUE,FALSE,TRUE,FALSE,,,,,,
1067,J4939,5/5/2020 23:35,3.231014,3.570085,-1.465669,5.035754,0.873846684,-1.088268139,FALSE,FALSE,TRUE,FALSE,,,,,,
1068,J4904,5/5/2020 23:35,-1.179044,8.30033,-4.92632,13.22665,0.743342501,-1.031135772,FALSE,FALSE,TRUE,FALSE,,,,,,
1069,J4906,5/5/2020 23:35,13.60067,0.30644,-0.46924,0.77568,0.235464478,-0.34461124,TRUE,TRUE,TRUE,TRUE,,,,,,
1070,J4934,5/5/2020 23:35,-0.1465199,0.5697115,-2.8327691,3.4024806,1.017046178,-1.43587899,FALSE,FALSE,TRUE,FALSE,,,,,,
1071,J4914,5/5/2020 23:35,1.178757,9.990523,-5.85279,15.843313,0.942451857,-1.64266629,FALSE,FALSE,TRUE,FALSE,,,,,,
1072,J4917,5/5/2020 23:35,7.415757,11.975423,-7.0127786,18.9882016,1.002767947,-1.430675345,FALSE,FALSE,TRUE,FALSE,,,,,,
1073,J4922,5/5/2020 23:35,-2.464983,13.111483,-6.842848,19.954331,0.954945996,-1.1994342,FALSE,FALSE,TRUE,FALSE,,,,,,
1074,J4816,5/5/2020 13:17,-3.23962,3.14622702,-1.960333,5.10656002,0.298063497,-0.544621106,FALSE,FALSE,TRUE,FALSE,,,,,,
1075,J4911,5/5/2020 13:17,2.875602,5.623576,-3.3573838,8.9809598,0.53119695,-1.005638977,FALSE,FALSE,TRUE,FALSE,,,,,,
1076,J4930,5/5/2020 13:17,-0.07671439,6.49884739,-3.37424161,9.873089,0.973342836,-1.731871104,FALSE,FALSE,TRUE,FALSE,,,,,,
1077,J4931,5/5/2020 13:17,-1.562097,6.384108,-3.104283,9.488391,0.7086221,-1.194916064,FALSE,FALSE,TRUE,FALSE,,,,,,
1078,J4932,5/5/2020 13:17,-5.848223,7.902464,-3.517403,11.419867,1.400540534,-2.282420165,FALSE,FALSE,FALSE,FALSE,,,,,,
1079,J4933,5/5/2020 13:17,0.8177384,13.3538116,-5.5763484,18.93016,0.942914608,-1.640367871,FALSE,FALSE,TRUE,FALSE,,,,,,
1080,J4935,5/5/2020 13:17,1.795603,1.676607,-1.0310864,2.7076934,0.662155164,-0.87751333,TRUE,FALSE,TRUE,FALSE,,,,,,
1081,J4905,5/5/2020 13:17,3.581831,2.776935,-1.215872,3.992807,0.397414135,-0.302515614,FALSE,FALSE,TRUE,TRUE,,,,,,
1082,J4929,5/5/2020 12:53,3.440706,5.126371,-2.33781,7.464181,1.341798499,-2.056441571,FALSE,FALSE,FALSE,FALSE,,,,,,
1083,J4924,5/5/2020 12:53,-0.3399905,7.1103375,-3.0547955,10.165133,1.46470861,-2.002974272,FALSE,FALSE,FALSE,FALSE,,,,,,
1084,J4925,5/5/2020 12:53,-0.5521859,4.9293359,-2.3870171,7.316353,1.506911276,-2.254182107,FALSE,FALSE,FALSE,FALSE,,,,,,
1085,J4919,5/5/2020 12:53,-10.04764,1.039644,-3.01977,4.059414,1.102711082,-1.361005776,FALSE,FALSE,TRUE,FALSE,,,,,,
1086,J4921,5/5/2020 12:53,0.1297618,0.8667148,-2.1726518,3.0393666,0.908551301,-1.236270596,FALSE,FALSE,TRUE,FALSE,,,,,,
1087,J4923,5/5/2020 12:53,-1.333933,4.226882,-2.190911,6.417793,1.23370908,-1.878276604,FALSE,FALSE,TRUE,FALSE,,,,,,
1088,J4915,5/5/2020 12:53,6.150795,1.615904,-1.675988,3.291892,1.471746616,-1.852024031,TRUE,FALSE,TRUE,FALSE,,,,,,
1089,J4916,5/5/2020 12:53,-1.42138,1.0366012,-2.079262,3.1158632,1.14300062,-1.324344001,FALSE,FALSE,TRUE,FALSE,,,,,,
1090,J4918,5/5/2020 12:53,-3.906839,7.948306,-4.35539,12.303696,1.09480214,-1.85721248,FALSE,FALSE,TRUE,FALSE,,,,,,
1091,J4907,5/4/2020 18:14,-9.583308,7.356713,-3.455482,10.812195,1.284607937,-1.900980328,FALSE,FALSE,TRUE,FALSE,,,,,,
1092,J4908,5/4/2020 18:14,-2.462547,5.142941,-2.413252,7.556193,0.992465588,-1.512724464,FALSE,FALSE,TRUE,FALSE,,,,,,
1093,J4909,5/4/2020 18:14,-8.343833,1.598421,-0.166848,1.765269,1.076897931,-1.370776461,TRUE,FALSE,TRUE,FALSE,,,,,,
1094,J4910,5/4/2020 18:14,2.931661,5.059993,-2.5404964,7.6004894,1.13437405,-1.877001381,FALSE,FALSE,TRUE,FALSE,,,,,,
1095,J4912,5/4/2020 18:14,2.335778,1.371453,-0.366915,1.738368,0.846315618,-0.823857054,TRUE,FALSE,TRUE,FALSE,,,,,,
1096,J4796,5/4/2020 10:47,4.269791,0.406605,-1.022266,1.428871,0.575696697,-0.664535631,TRUE,FALSE,TRUE,FALSE,,,,,,
1097,J4813,5/4/2020 10:47,5.326435,1.308419,-1.42897,2.737389,0.437030942,-0.757132467,TRUE,FALSE,TRUE,FALSE,,,,,,
1098,J4858,5/4/2020 10:47,14.40305,8.69243,-4.36887,13.0613,0.337163441,-0.592341852,FALSE,FALSE,TRUE,FALSE,,,,,,
1099,J4896,5/4/2020 10:47,3.603258,3.937415,-1.884187,5.821602,0.729234554,-1.007503255,FALSE,FALSE,TRUE,FALSE,,,,,,
1100,J4897,5/4/2020 10:47,-0.3111052,0.5256352,-1.3836148,1.90925,0.730720385,-0.86441805,TRUE,FALSE,TRUE,FALSE,,,,,,
1101,J4898,5/4/2020 10:47,2.85004,2.755681,-1.069769,3.82545,1.216127043,-1.609217247,FALSE,FALSE,TRUE,FALSE,,,,,,
1102,J4900,5/4/2020 10:47,0.968577,8.219964,-3.654442,11.874406,1.275110229,-1.935563526,FALSE,FALSE,TRUE,FALSE,,,,,,
1103,J4770,5/4/2020 10:47,3.299266,0.508445,-0.721656,1.230101,0.198351213,-0.386203448,TRUE,FALSE,TRUE,TRUE,,,,,,
1104,J4874,5/4/2020 10:47,19.2567,1.72816,-5.48483,7.21299,0.489645641,-0.775955186,FALSE,FALSE,TRUE,FALSE,,,,,,
1105,J4879,5/4/2020 10:47,-71.4445,5.25216,-3.00935,8.26151,0.447736881,-0.816382512,FALSE,FALSE,TRUE,FALSE,,,,,,
1106,J4876,5/1/2020 14:11,-3.384952,5.649398,-3.758604,9.408002,0.839874851,-1.592251068,FALSE,FALSE,TRUE,FALSE,,,,,,
1107,J4878,5/1/2020 14:11,2.746192,3.639423,-1.9012387,5.5406617,0.444324777,-0.463271259,FALSE,FALSE,TRUE,TRUE,,,,,,
1108,J4880,5/1/2020 14:11,3.685214,10.283576,-4.4723398,14.7559158,0.436064467,-0.763464872,FALSE,FALSE,TRUE,FALSE,,,,,,
1109,J4881,5/1/2020 14:11,2.340914,4.393059,-1.7621797,6.1552387,1.214484568,-1.784744059,FALSE,FALSE,TRUE,FALSE,,,,,,
1110,J4871,5/1/2020 14:11,4.489914,0.61955,-1.658483,2.278033,0.65106177,-0.711506546,TRUE,FALSE,TRUE,FALSE,,,,,,
1111,J4875,5/1/2020 14:11,7.578962,2.915928,-7.2689677,10.1848957,0.853264132,-0.826194536,FALSE,FALSE,TRUE,FALSE,,,,,,
1112,J4868,4/30/2020 11:44,2.842415,2.540494,-1.444809,3.985303,0.969460924,-1.386731152,FALSE,FALSE,TRUE,FALSE,,,,,,
1113,J4869,4/30/2020 11:44,-4.453429,2.74244,-0.99149,3.73393,1.102624655,-1.234215224,FALSE,FALSE,TRUE,FALSE,,,,,,
1114,J4872,4/30/2020 11:44,-1.160136,8.460155,-3.422114,11.882269,1.509213021,-2.263384541,FALSE,FALSE,FALSE,FALSE,,,,,,
1115,J4873,4/30/2020 11:44,-0.6956136,8.6597786,-4.2207414,12.88052,1.07603719,-1.670978156,FALSE,FALSE,TRUE,FALSE,,,,,,
1116,J4865,4/30/2020 11:44,-1.604536,10.098734,-5.558152,15.656886,1.020282598,-2.064707567,FALSE,FALSE,FALSE,FALSE,,,,,,
1117,J4866,4/30/2020 11:44,0.9984126,7.6200734,-3.6555106,11.275584,0.756852149,-1.308225585,FALSE,FALSE,TRUE,FALSE,,,,,,
1118,J4867,4/30/2020 11:44,-3.968449,1.241793,-2.946386,4.188179,1.240899122,-1.258895885,FALSE,FALSE,TRUE,FALSE,,,,,,
1119,J4739,4/29/2020 20:38,43.35513,2.28074,-1.01277,3.29351,0.807171231,-0.652739688,FALSE,FALSE,TRUE,FALSE,,,,,,
1120,J4852,4/29/2020 20:38,4.358652,0.66504,-2.923747,3.588787,0.209296833,-0.55406712,FALSE,FALSE,TRUE,FALSE,,,,,,
1121,J4862,4/29/2020 20:38,-3.030821,0.682011,-1.794623,2.476634,0.369324547,-0.605488933,TRUE,FALSE,TRUE,FALSE,,,,,,
1122,J4758,4/29/2020 9:56,4.407864,1.823315,-1.224526,3.047841,0.509097003,-0.806505379,TRUE,FALSE,TRUE,FALSE,,,,,,
1123,J4782,4/29/2020 9:56,4.287899,0.0739,-1.542347,1.616247,0.335366296,-0.735526789,TRUE,FALSE,TRUE,FALSE,,,,,,
1124,J4791,4/29/2020 9:56,0.7144304,0.7826386,-0.3810432,1.1636818,0.391552799,-0.50719649,TRUE,FALSE,TRUE,FALSE,,,,,,
1125,J4810,4/29/2020 9:56,-0.9467727,0.3457054,-0.9681653,1.3138707,0.454009687,-0.492411676,TRUE,FALSE,TRUE,TRUE,,,,,,
1126,J4814,4/29/2020 9:56,1.525818,1.044528,-3.402611,4.447139,0.267704123,-0.332546377,FALSE,FALSE,TRUE,TRUE,,,,,,
1127,J4855,4/29/2020 9:56,4.186861,0.07647,-1.717174,1.793644,0.286611144,-0.733101323,TRUE,FALSE,TRUE,FALSE,,,,,,
1128,J4857,4/29/2020 9:56,7.337139,0.628847,-0.837215,1.466062,0.362408153,-0.526012035,TRUE,FALSE,TRUE,FALSE,,,,,,
1129,J4863,4/29/2020 9:56,-4.073161,1.33545,-3.848341,5.183791,0.327325351,-0.429913922,FALSE,FALSE,TRUE,TRUE,,,,,,
1130,J4811,4/28/2020 13:13,-9.609475,1.871772,-0.332712,2.204484,1.326117612,-1.620913972,TRUE,FALSE,TRUE,FALSE,,,,,,
1131,J4851,4/28/2020 13:13,8.508998,1.761032,-0.768513,2.529545,1.190344767,-1.73715125,TRUE,FALSE,TRUE,FALSE,,,,,,
1132,J4853,4/28/2020 13:13,6.829279,1.674267,-4.406981,6.081248,1.143179662,-1.108309871,FALSE,FALSE,TRUE,FALSE,,,,,,
1133,J4854,4/28/2020 13:13,1.488772,4.450521,-2.0671186,6.5176396,0.606030444,-1.004787728,FALSE,FALSE,TRUE,FALSE,,,,,,
1134,J4856,4/28/2020 13:13,3.405958,3.613693,-1.580095,5.193788,0.516415911,-0.878058633,FALSE,FALSE,TRUE,FALSE,,,,,,
1135,J4859,4/28/2020 13:13,5.519087,1.815127,-0.963437,2.778564,1.483635877,-2.082937193,TRUE,FALSE,FALSE,FALSE,,,,,,
1136,J4860,4/28/2020 13:13,3.457912,1.047516,-3.50371155,4.55122755,1.083347576,-1.514669023,FALSE,FALSE,TRUE,FALSE,,,,,,
1137,J4861,4/28/2020 13:13,-1.922906,5.713545,-3.12556,8.839105,0.96971285,-1.661674559,FALSE,FALSE,TRUE,FALSE,,,,,,
1138,J4792,4/28/2020 10:48,1.400852,6.515003,-3.768537,10.28354,0.697206168,-0.953580091,FALSE,FALSE,TRUE,FALSE,,,,,,
1139,J4738,4/28/2020 10:48,10.42832,0.22914,-1.495888,1.725028,0.546568228,-1.243787084,TRUE,FALSE,TRUE,FALSE,,,,,,
1140,J4756,4/28/2020 10:48,4.795017,1.856775,-6.330266,8.187041,0.45301223,-0.711719287,FALSE,FALSE,TRUE,FALSE,,,,,,
1141,J4757,4/28/2020 10:48,16.04173,1.63086,-5.53123,7.16209,0.455379519,-0.657506329,FALSE,FALSE,TRUE,FALSE,,,,,,
1142,J4798,4/28/2020 10:48,6.213252,1.447455,-4.825868,6.273323,0.372741561,-0.479028177,FALSE,FALSE,TRUE,TRUE,,,,,,
1143,J4808,4/28/2020 10:48,-2.456832,1.6019307,-0.742081,2.3440117,1.218541302,-1.470350168,TRUE,FALSE,TRUE,FALSE,,,,,,
1144,J4809,4/28/2020 10:48,-4.613111,10.91149,-4.725733,15.637223,1.770675788,-2.634229759,FALSE,FALSE,FALSE,FALSE,,,,,,
1145,J4815,4/28/2020 10:48,12.36104,0.86189,-2.822749,3.684639,0.193657021,-0.354581333,FALSE,FALSE,TRUE,TRUE,,,,,,
1146,J4804,4/28/2020 10:48,0.574405,1.213453,-0.2781281,1.4915811,0.800336602,-1.00308292,TRUE,FALSE,TRUE,FALSE,,,,,,
1147,J4805,4/28/2020 10:48,1.167085,7.846892,-2.815464,10.662356,1.392237802,-1.827956173,FALSE,FALSE,TRUE,FALSE,,,,,,
1148,J4806,4/28/2020 10:48,-1.112048,1.7484187,-0.862986,2.6114047,0.495682554,-0.632386934,TRUE,FALSE,TRUE,FALSE,,,,,,
1149,J4807,4/28/2020 10:48,-4.205333,9.870816,-5.572241,15.443057,1.167296934,-1.937418939,FALSE,FALSE,TRUE,FALSE,,,,,,
1150,J4797,4/27/2020 16:51,1.583903,1.25943,-1.9280198,3.1874498,0.377288296,-1.010217395,TRUE,FALSE,TRUE,FALSE,,,,,,
1151,J4799,4/27/2020 16:51,3.296825,0.760199,-0.568462,1.328661,0.514210547,-0.520384321,TRUE,FALSE,TRUE,FALSE,,,,,,
1152,J4818,4/27/2020 16:51,-0.7356835,5.5790915,-2.6018155,8.180907,0.466771557,-0.861537356,FALSE,FALSE,TRUE,FALSE,,,,,,
1153,J4802,4/27/2020 16:51,6.243649,1.443527,-4.622902,6.066429,0.498676015,-0.536935773,FALSE,FALSE,TRUE,FALSE,,,,,,
1154,J4803,4/27/2020 16:51,6.1639,1.473996,-0.54541,2.019406,1.033755648,-1.459193765,TRUE,FALSE,TRUE,FALSE,,,,,,
1155,J4812,4/27/2020 16:51,2.123067,8.220333,-4.618027,12.83836,0.978406511,-1.82430793,FALSE,FALSE,TRUE,FALSE,,,,,,
1156,J4817,4/27/2020 16:51,3.34015,4.417747,-1.492812,5.910559,0.667814074,-1.055412154,FALSE,FALSE,TRUE,FALSE,,,,,,
